GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E33032481,291,44,122,5,13,44,58,5
E33032482,685,133,259,7,17,94,154,21
E33032483,420,60,268,1,9,24,44,14
E33032484,373,94,145,4,16,33,64,17
E33032485,349,82,185,5,21,18,30,8
E33032486,443,83,168,2,20,50,95,25
E33032487,345,78,142,2,17,21,75,10
E33032488,623,211,241,10,37,27,79,18
E33032489,433,93,181,5,20,44,76,14
E33032490,682,162,394,2,21,17,60,26
E33032491,549,211,237,1,4,6,27,63
E33032492,350,88,202,1,8,14,29,8
E33032493,441,140,193,3,12,23,50,20
E33032494,573,57,402,3,22,19,58,12
E33032495,262,56,146,3,8,13,31,5
E33032496,385,91,188,1,8,27,62,8
E33032497,333,70,178,1,10,17,49,8
E33032498,283,58,131,4,16,21,46,7
E33032499,291,92,132,1,15,15,31,5
E33032500,541,74,178,3,33,73,163,17
E33032501,486,144,173,5,20,34,102,8
E33032502,608,189,292,2,15,26,74,10
E33032503,512,74,331,3,12,28,58,6
E33032504,358,84,126,1,10,39,86,12
E33032505,540,181,210,3,32,30,57,27
E33032506,462,64,248,5,15,29,69,32
E33032507,628,173,328,6,16,26,65,14
E33032508,426,60,237,6,27,25,55,16
E33032509,528,67,369,2,22,11,49,8
E33032510,734,102,559,2,7,10,42,12
E33032511,416,88,124,4,22,58,114,6
E33032512,442,83,140,5,25,55,122,12
E33032513,377,98,101,3,19,60,88,8
E33032514,285,83,105,5,21,20,40,11
E33032515,379,76,164,4,20,32,77,6
E33032516,830,105,595,4,19,24,61,22
E33032517,345,101,126,3,15,26,61,13
E33032518,556,143,187,4,24,58,118,22
E33032519,389,78,119,1,22,47,114,8
E33032520,421,79,228,3,7,30,63,11
E33032521,420,77,147,3,22,44,110,17
E33032522,557,113,273,3,10,40,104,14
E33032523,431,139,153,5,22,25,71,16
E33032524,554,148,199,3,15,55,129,5
E33032525,583,153,200,6,29,47,135,13
E33032526,336,97,155,2,20,16,42,4
E33032527,274,83,91,2,9,29,53,7
E33032528,505,112,254,8,22,24,70,15
E33032529,419,155,182,3,11,18,33,17
E33032530,296,72,173,2,6,10,28,5
E33032531,308,90,104,8,24,25,51,6
E33032532,389,81,177,3,28,18,65,17
E33032533,409,82,140,4,26,35,112,10
E33032534,553,118,252,7,15,32,112,17
E33032535,314,57,118,5,21,31,74,8
E33032536,784,113,606,3,9,15,29,9
E33032537,362,94,148,1,8,32,72,7
E33032538,646,210,331,1,13,23,41,27
E33032539,478,37,389,1,3,7,26,15
E33032540,520,111,172,4,30,42,141,20
E33032541,632,168,225,5,23,54,137,20
E33032542,849,198,462,4,14,35,119,17
E33032543,690,208,285,6,12,38,90,51
E33032544,286,138,93,4,3,10,33,5
E33032545,537,125,202,8,33,48,106,15
E33032546,504,64,307,1,33,14,78,7
E33032547,543,173,194,5,23,35,79,34
E33032548,429,133,200,1,9,30,49,7
E33032549,276,58,141,2,6,15,52,2
E33032550,373,73,158,5,14,34,82,7
E33032551,518,76,138,5,40,74,177,8
E33032552,372,94,97,1,23,36,111,10
E33032553,552,147,221,5,15,32,107,25
E33032554,346,71,114,3,24,30,94,10
E33032555,490,114,228,5,21,18,78,26
E33032556,366,98,111,2,15,37,93,10
E33032557,395,81,160,4,11,40,94,5
E33032558,439,142,191,1,9,28,42,26
E33032559,272,72,88,7,22,21,52,10
E33032560,431,110,215,4,25,14,50,13
E33032561,395,123,139,3,22,29,69,10
E33032562,354,77,132,6,24,43,65,7
E33032563,508,95,282,0,9,40,65,17
E33032564,424,110,150,8,44,34,56,22
E33032565,321,65,87,8,13,30,98,20
E33032566,317,84,133,2,8,20,62,8
E33032567,537,78,173,8,21,70,176,11
E33032568,387,70,114,4,11,55,121,12
E33032569,405,118,141,4,18,37,76,11
E33032570,412,111,125,2,22,35,106,11
E33032571,400,115,230,1,5,13,22,14
E33032572,258,64,134,1,5,19,29,6
E33032573,541,145,301,3,18,12,23,39
E33032574,285,50,148,0,14,17,49,7
E33032575,435,102,159,5,34,26,88,21
E33032576,365,124,153,3,26,15,28,16
E33032577,450,204,168,2,15,17,39,5
E33032578,451,116,248,1,5,26,37,18
E33032579,457,112,185,4,40,37,69,10
E33032580,370,49,126,1,17,67,93,17
E33032581,507,116,244,3,14,32,89,9
E33032582,439,101,250,2,16,16,45,9
E33032583,267,41,127,4,15,27,48,5
E33032584,374,63,134,5,23,47,91,11
E33032585,742,176,431,3,19,28,41,44
E33032586,471,98,237,5,24,23,64,20
E33032587,434,103,151,4,25,42,102,7
E33032588,516,74,148,8,38,79,133,36
E33032589,376,55,119,5,28,41,112,16
E33032590,345,71,175,2,13,33,39,12
E33032591,885,276,418,6,19,25,72,69
E33032592,382,75,134,10,16,39,100,8
E33032593,682,137,427,2,8,36,47,25
E33032594,810,213,349,12,35,40,110,51
E33032595,587,74,233,11,38,81,129,21
E33032596,371,85,126,3,21,42,75,19
E33032597,358,61,115,6,25,46,86,19
E33032598,306,57,122,5,22,27,64,9
E33032599,622,157,362,2,8,28,50,15
E33032600,556,132,271,4,12,41,78,18
E33032601,439,102,169,8,31,31,63,35
E33032602,607,138,212,8,49,59,99,42
E33032603,347,85,162,10,10,28,45,7
E33032604,506,94,177,6,28,73,118,10
E33032605,494,109,214,8,28,46,65,24
E33032606,579,163,202,7,43,50,70,44
E33032607,432,73,119,5,28,61,131,15
E33032608,444,60,155,3,38,59,110,19
E33032609,467,86,174,8,33,37,121,8
E33032610,394,59,242,4,24,16,33,16
E33032611,287,81,104,7,17,24,45,9
E33032612,657,216,335,0,7,27,60,12
E33032613,331,59,131,3,16,17,82,23
E33032614,417,90,122,9,43,59,82,12
E33032615,456,63,118,11,23,90,132,19
E33032616,477,69,201,9,28,35,117,18
E33032617,419,62,143,5,22,42,127,18
E33032618,419,119,114,7,34,38,88,19
E33032619,485,94,160,4,39,57,107,24
E33032620,972,298,476,6,45,28,60,59
E33032621,344,64,128,3,11,32,95,11
E33032622,574,152,281,8,21,14,41,57
E33032623,352,47,133,8,19,58,71,16
E33032624,318,67,99,10,27,40,70,5
E33032625,414,89,186,9,23,33,44,30
E33032626,373,49,115,7,16,61,112,13
E33032627,374,99,136,7,12,37,69,14
E33032628,276,56,125,4,19,27,40,5
E33032629,514,104,230,8,14,52,82,24
E33032630,629,82,360,8,31,41,80,27
E33032631,565,95,195,6,41,77,135,16
E33032632,690,142,264,6,30,83,144,21
E33032633,1098,92,763,7,19,68,97,52
E33032634,446,69,202,6,18,47,85,19
E33032635,475,94,193,7,15,50,98,18
E33032636,557,109,295,5,11,50,70,17
E33032637,389,83,156,4,18,37,57,34
E33032638,390,37,286,1,8,13,32,13
E33032639,478,110,158,10,41,52,66,41
E33032640,512,102,160,10,38,69,101,32
E33032641,409,94,167,4,23,39,40,42
E33032642,607,129,304,9,25,50,66,24
E33032643,423,79,142,6,19,48,115,14
E33032644,368,83,102,15,33,48,69,18
E33032645,1126,268,699,3,20,43,68,25
E33032646,414,66,149,4,28,42,115,10
E33032647,578,43,416,3,20,30,56,10
E33032648,459,68,129,12,37,54,128,31
E33032649,342,42,126,1,6,59,98,10
E33032650,351,53,117,6,20,41,84,30
E33032651,477,70,278,8,12,32,66,11
E33032652,480,86,186,6,26,49,96,31
E33032653,408,76,125,3,24,65,91,24
E33032654,663,145,224,13,57,61,113,50
E33032655,823,115,263,19,47,118,208,53
E33032656,326,54,133,5,25,30,60,19
E33032657,498,105,218,6,32,26,61,50
E33032658,520,92,234,8,15,31,82,58
E33032659,156,20,111,1,3,6,10,5
E33032660,409,76,171,5,22,33,66,36
E33032661,680,90,414,13,32,35,82,14
E33032662,466,67,124,11,21,88,133,22
E33032663,332,58,131,3,19,37,67,17
E33032664,558,78,167,13,43,87,137,33
E33032665,1023,250,481,20,63,48,81,80
E33032666,488,120,159,9,22,55,92,31
E33032667,501,104,189,8,19,53,102,26
E33032668,406,94,242,1,10,11,17,31
E33032669,441,130,176,5,8,29,34,59
E33032670,1131,166,850,1,14,18,47,35
E33032671,494,71,248,3,29,37,78,28
E33032672,291,90,125,4,14,11,16,31
E33032673,558,121,304,2,18,23,37,53
E33032674,1157,238,693,6,37,20,84,79
E33032675,405,85,166,7,21,36,64,26
E33032676,384,100,157,4,13,30,65,15
E33032677,359,100,158,4,7,31,41,18
E33032678,676,163,384,2,24,21,24,58
E33032679,508,118,269,6,13,22,56,24
E33032680,352,46,101,5,20,59,103,18
E33032681,567,121,233,5,21,59,99,29
E33032682,284,64,121,4,12,29,36,18
E33032683,608,115,204,16,26,77,147,23
E33032684,450,99,197,5,30,30,55,34
E33032685,702,111,204,17,22,124,185,39
E33032686,241,57,99,3,10,27,36,9
E33032687,471,61,156,10,20,90,114,20
E33032688,305,40,148,9,15,27,49,17
E33032689,476,73,178,11,28,69,97,20
E33032690,544,136,315,4,14,25,32,18
E33032691,498,94,243,13,29,32,65,22
E33032692,576,87,339,9,21,36,68,16
E33032693,415,74,201,8,25,41,49,17
E33032694,320,73,143,3,5,34,52,10
E33032695,343,58,141,6,25,36,53,24
E33032696,315,76,102,7,16,41,63,10
E33032697,414,79,207,5,21,32,55,15
E33032698,667,113,475,6,10,22,30,11
E33032699,403,79,198,6,10,44,59,7
E33032700,339,80,141,2,22,30,41,23
E33032701,600,116,317,9,25,33,62,38
E33032702,395,96,177,4,13,29,36,40
E33032703,700,85,329,11,46,76,128,25
E33032704,984,131,737,7,25,24,34,26
E33032705,1454,73,1311,2,8,18,36,6
E33032706,274,87,138,0,4,19,17,9
E33032707,305,67,127,8,20,36,39,8
E33032708,282,76,125,6,11,28,24,12
E33032709,436,64,211,11,14,38,82,16
E33032710,326,73,80,6,19,57,81,10
E33032711,815,160,361,11,36,95,94,58
E33032712,399,36,92,2,22,91,145,11
E33032713,273,82,107,5,15,20,33,11
E33032714,507,120,255,5,8,21,54,44
E33032715,406,61,169,5,36,35,74,26
E33032716,296,43,184,2,13,13,26,15
E33032717,475,81,256,7,25,36,46,24
E33032718,241,52,103,4,25,10,25,22
E33032719,399,98,183,3,31,24,34,26
E33032720,372,73,203,5,25,18,44,4
E33032721,246,42,103,2,16,23,50,10
E33032722,763,153,382,10,26,71,103,18
E33032723,330,47,81,10,13,67,102,10
E33032724,417,60,111,4,25,78,120,19
E33032725,231,53,76,4,11,29,50,8
E33032726,501,107,242,7,9,43,79,14
E33032727,496,165,164,4,23,26,46,68
E33032728,476,99,191,10,14,56,90,16
E33032729,484,82,237,8,27,30,77,23
E33032730,382,109,118,7,38,42,56,12
E33032731,640,168,265,9,36,48,87,27
E33032732,392,86,138,3,13,56,83,13
E33032733,384,50,256,8,10,20,35,5
E33032734,400,83,115,15,22,57,99,9
E33032735,371,52,228,3,19,25,35,9
E33032736,393,56,156,7,26,47,79,22
E33032737,425,50,195,10,20,44,67,39
E33032738,648,89,394,6,32,41,73,13
E33032739,330,68,116,0,15,43,78,10
E33032740,374,69,126,6,39,49,75,10
E33032741,327,36,148,1,16,45,76,5
E33032742,371,55,128,9,23,44,98,14
E33032743,400,52,97,5,20,78,138,10
E33032744,698,125,196,15,41,116,179,26
E33032745,435,47,123,14,25,85,122,19
E33032746,395,53,163,9,22,51,85,12
E33032747,591,194,182,5,37,46,79,48
E33032748,388,71,207,2,16,34,50,8
E33032749,329,106,147,4,12,17,29,14
E33032750,361,106,136,4,12,40,50,13
E33032751,278,87,101,3,7,18,47,15
E33032752,395,80,148,7,21,47,88,4
E33032753,431,117,200,3,11,26,58,16
E33032754,311,65,116,2,12,29,77,10
E33032755,280,59,94,5,28,27,65,2
E33032756,330,51,138,6,13,32,85,5
E33032757,290,42,131,3,11,35,58,10
E33032758,338,91,91,5,23,51,68,9
E33032759,347,49,125,7,20,40,98,8
E33032760,303,48,98,7,25,43,76,6
E33032761,371,102,172,4,13,30,40,10
E33032762,369,37,208,2,3,51,64,4
E33032763,404,143,146,5,7,33,45,25
E33032764,369,48,141,1,24,55,90,10
E33032765,532,187,247,4,11,22,49,12
E33032766,456,62,167,10,20,67,118,12
E33032767,340,52,154,7,5,24,74,24
E33032768,359,70,95,10,27,42,96,19
E33032769,308,60,126,1,8,32,60,21
E33032770,249,88,133,2,2,7,16,1
E33032771,336,53,148,3,17,36,69,10
E33032772,331,80,125,2,11,33,72,8
E33032773,574,141,256,16,35,33,53,40
E33032774,511,152,218,3,29,15,45,49
E33032775,276,64,119,4,15,29,41,4
E33032776,367,115,165,2,19,21,28,17
E33032777,346,105,200,1,4,16,17,3
E33032778,371,103,183,2,7,29,40,7
E33032779,363,58,97,12,18,66,93,19
E33032780,292,121,108,1,7,22,30,3
E33032781,257,53,112,2,10,22,39,19
E33032782,240,37,114,3,8,31,39,8
E33032783,250,50,119,3,12,21,34,11
E33032784,449,76,241,2,24,34,57,15
E33032785,254,45,100,2,17,24,54,12
E33032786,663,137,337,8,23,60,90,8
E33032787,363,112,125,5,13,38,63,7
E33032788,276,65,141,1,10,22,34,3
E33032789,230,56,131,3,6,12,17,5
E33032790,366,72,219,5,8,17,40,5
E33032791,285,54,128,2,23,15,51,12
E33032792,351,95,125,4,22,26,67,12
E33032793,369,98,143,6,20,32,52,18
E33032794,495,81,328,2,8,24,48,4
E33032795,511,124,245,7,16,31,71,17
E33032796,331,85,151,1,14,26,34,20
E33032797,670,191,384,3,20,16,36,20
E33032798,283,88,89,6,10,42,46,2
E33032799,413,82,175,4,22,35,85,10
E33032800,551,82,247,6,16,70,115,15
E33032801,293,53,98,6,18,37,75,6
E33032802,528,119,224,3,17,73,81,11
E33032803,479,127,168,4,14,49,103,14
E33032804,264,57,71,3,18,35,68,12
E33032805,553,131,224,6,20,49,61,62
E33032806,219,36,137,0,8,11,23,4
E33032807,302,75,182,1,4,19,17,4
E33032808,386,86,200,8,28,21,38,5
E33032809,336,60,125,7,8,34,97,5
E33032810,372,73,164,3,26,34,58,14
E33032811,584,147,286,3,21,39,78,10
E33032812,348,87,141,4,19,32,51,14
E33032813,343,73,140,3,19,34,59,15
E33032814,455,132,235,8,7,25,38,10
E33032815,360,87,150,6,14,30,59,14
E33032816,270,35,151,2,10,12,51,9
E33032817,251,85,90,1,15,12,30,18
E33032818,307,70,143,2,20,13,55,4
E33032819,419,80,143,0,25,46,113,12
E33032820,286,53,145,5,6,13,58,6
E33032821,767,126,374,2,38,74,141,12
E33032822,384,152,99,1,13,33,80,6
E33032823,411,138,183,3,7,18,43,19
E33032824,289,61,165,0,9,14,27,13
E33032825,413,116,184,4,23,26,42,18
E33032826,420,134,186,2,17,14,38,29
E33032827,582,120,346,5,11,23,54,23
E33032828,712,195,283,3,15,31,48,137
E33032829,777,140,530,5,30,22,37,13
E33032830,688,209,403,1,9,24,37,5
E33032831,405,104,169,3,5,46,51,27
E33032832,475,124,284,5,17,10,17,18
E33032833,340,78,156,2,27,24,42,11
E33032834,376,88,157,3,19,29,62,18
E33032835,330,85,99,0,14,53,74,5
E33032836,303,56,144,4,7,27,56,9
E33032837,414,64,225,4,25,23,55,18
E33032838,741,148,431,4,9,33,80,36
E33032839,255,65,111,1,4,13,24,37
E33032840,437,90,199,5,26,39,67,11
E33032841,389,93,179,3,15,26,58,15
E33032842,129,21,70,0,3,14,18,3
E33032843,280,33,188,2,9,16,25,7
E33032844,379,71,127,2,28,52,82,17
E33032845,301,70,123,2,17,29,55,5
E33032846,844,200,561,0,8,18,29,28
E33032847,285,63,144,1,13,15,38,11
E33032848,494,100,121,8,33,85,105,42
E33032849,340,113,116,1,13,40,50,7
E33032850,416,83,127,8,21,70,96,11
E33032851,393,102,178,2,8,37,59,7
E33032852,371,103,163,6,17,21,38,23
E33032853,350,76,146,2,9,48,62,7
E33032854,301,57,90,4,29,43,71,7
E33032855,412,78,215,6,23,24,49,17
E33032856,328,31,155,2,13,34,86,7
E33032857,437,99,168,7,22,41,94,6
E33032858,378,138,177,0,12,13,34,4
E33032859,445,67,164,2,24,55,123,10
E33032860,1441,270,1019,1,9,29,73,40
E33032861,730,206,418,5,16,20,59,6
E33032862,428,75,181,2,12,48,102,8
E33032863,716,186,216,5,24,113,131,41
E33032864,461,167,138,3,13,46,87,7
E33032865,367,72,142,7,13,42,84,7
E33032866,296,40,145,2,13,22,69,5
E33032867,397,126,109,3,14,56,81,8
E33032868,279,76,85,6,14,45,51,2
E33032869,483,131,148,1,17,55,122,9
E33032870,419,86,118,3,24,53,127,8
E33032871,291,67,98,5,12,40,59,10
E33032872,302,54,123,5,8,31,75,6
E33032873,605,137,310,10,21,40,77,10
E33032874,250,44,118,2,20,27,32,7
E33032875,541,110,342,8,14,10,39,18
E33032876,757,176,310,3,33,77,141,17
E33032877,355,84,131,2,11,48,76,3
E33032878,256,94,76,0,7,32,46,1
E33032879,572,192,218,6,25,30,47,54
E33032880,313,60,115,2,9,42,74,11
E33032881,486,149,159,7,23,51,78,19
E33032882,499,109,226,5,29,48,58,24
E33032883,506,157,173,9,30,63,67,7
E33032884,345,92,154,4,7,15,50,23
E33032885,376,74,114,4,13,60,97,14
E33032886,650,131,296,7,31,62,108,15
E33032887,433,160,198,2,9,19,35,10
E33032888,405,81,145,2,10,67,96,4
E33032889,688,188,324,3,16,43,99,15
E33032890,280,74,107,4,16,20,44,15
E33032891,254,43,131,5,15,10,35,15
E33032892,436,91,256,3,20,21,39,6
E33032893,377,81,205,7,6,25,43,10
E33032894,339,118,160,3,10,16,26,6
E33032895,810,291,301,13,24,42,64,75
E33032896,582,65,367,9,14,28,64,35
E33032897,409,109,194,3,11,34,41,17
E33032898,313,79,115,5,17,26,48,23
E33032899,334,70,106,5,17,54,76,6
E33032900,454,126,166,2,34,26,72,28
E33032901,473,135,217,5,18,34,53,11
E33032902,384,109,164,3,14,32,56,6
E33032903,437,154,203,2,7,24,37,10
E33032904,390,90,158,6,13,38,78,7
E33032905,345,76,125,6,17,49,68,4
E33032906,305,59,96,7,19,42,71,11
E33032907,482,120,193,3,25,41,83,17
E33032908,400,75,167,4,19,41,83,11
E33032909,701,230,361,2,15,24,58,11
E33032910,300,69,110,4,12,50,49,6
E33032911,585,201,189,5,33,25,51,81
E33032912,336,69,154,4,21,29,49,10
E33032913,584,194,275,4,20,23,48,20
E33032914,716,116,482,3,9,35,64,7
E33032915,345,84,115,5,27,42,65,7
E33032916,378,60,109,6,24,68,106,5
E33032917,478,75,223,5,27,46,97,5
E33032918,345,62,107,2,18,41,106,9
E33032919,340,63,177,5,14,21,53,7
E33032920,255,39,126,4,14,18,46,8
E33032921,400,72,226,1,15,21,54,11
E33032922,314,48,147,3,15,40,51,10
E33032923,244,40,59,4,21,49,62,9
E33032924,244,48,65,4,12,55,55,5
E33032925,572,87,344,6,6,49,66,14
E33032926,360,67,110,10,8,92,70,3
E33032927,247,35,99,3,14,37,51,8
E33032928,396,57,245,3,14,31,27,19
E33032929,296,42,119,1,21,51,55,7
E33032930,266,45,74,10,11,55,65,6
E33032931,343,56,100,2,25,64,88,8
E33032932,249,35,115,0,17,30,44,8
E33032933,337,76,146,0,10,39,47,19
E33032934,296,65,123,5,20,21,47,15
E33032935,219,40,71,7,17,41,40,3
E33032936,350,64,192,4,16,25,43,6
E33032937,321,37,75,3,16,66,106,18
E33032938,252,47,101,1,5,30,57,11
E33032939,455,63,157,8,23,64,121,19
E33032940,328,72,166,3,8,40,34,5
E33032941,248,35,104,4,11,36,56,2
E33032942,229,28,90,7,9,43,42,10
E33032943,236,50,85,3,12,40,38,8
E33032944,331,61,173,2,13,19,35,28
E33032945,523,78,343,7,9,32,24,30
E33032946,273,56,89,4,11,49,39,25
E33032947,259,43,99,6,11,54,39,7
E33032948,270,45,82,7,27,38,63,8
E33032949,402,62,208,4,5,53,61,9
E33032950,425,59,152,11,29,56,100,18
E33032951,338,66,97,8,16,53,80,18
E33032952,278,34,145,6,11,39,34,9
E33032953,286,31,106,4,17,70,47,11
E33032954,259,54,145,1,2,14,34,9
E33032955,276,46,137,0,17,32,34,10
E33032956,310,49,103,4,21,39,85,9
E33032957,445,50,222,5,16,49,90,13
E33032958,507,57,268,4,8,79,84,7
E33032959,421,56,284,3,10,14,43,11
E33032960,259,55,89,5,10,38,50,12
E33032961,372,66,101,12,16,72,92,13
E33032962,822,119,604,5,16,21,41,16
E33032963,583,121,239,7,35,53,88,40
E33032964,334,72,167,2,10,26,39,18
E33032965,427,146,176,4,11,25,32,33
E33032966,442,61,268,2,12,28,58,13
E33032967,337,90,113,8,15,28,43,40
E33032968,258,28,154,1,11,11,44,9
E33032969,473,53,279,4,28,30,63,16
E33032970,404,106,203,6,13,28,37,11
E33032971,694,185,408,5,8,31,36,21
E33032972,230,46,94,7,19,18,37,9
E33032973,381,44,278,2,7,7,23,20
E33032974,332,64,201,0,6,22,32,7
E33032975,234,21,137,3,12,20,36,5
E33032976,340,68,90,6,34,35,88,19
E33032977,401,45,244,4,23,22,49,14
E33032978,333,69,215,2,1,21,21,4
E33032979,363,63,181,2,12,48,48,9
E33032980,685,110,443,2,48,21,32,29
E33032981,287,26,151,1,13,28,64,4
E33032982,487,52,225,4,23,76,100,7
E33032983,256,62,89,2,24,14,57,8
E33032984,259,59,101,1,9,20,62,7
E33032985,378,67,178,7,23,24,58,21
E33032986,298,58,159,0,8,25,43,5
E33032987,413,80,233,2,14,31,42,11
E33032988,435,41,322,1,7,20,32,12
E33032989,640,98,331,7,44,44,87,29
E33032990,343,42,129,2,17,57,84,12
E33032991,476,76,241,8,24,40,62,25
E33032992,353,34,155,6,34,51,57,16
E33032993,348,57,145,3,18,35,77,13
E33032994,277,39,95,8,7,53,72,3
E33032995,251,39,73,1,7,56,60,15
E33032996,427,83,193,7,21,38,57,28
E33032997,469,75,200,5,22,57,76,34
E33032998,621,103,341,2,9,60,84,22
E33032999,260,47,129,3,18,20,31,12
E33033000,744,138,421,4,38,36,73,34
E33033001,414,63,175,4,21,51,77,23
E33033002,266,50,120,4,11,31,39,11
E33033003,671,121,340,3,25,50,106,26
E33033004,252,51,103,7,9,30,41,11
E33033005,466,116,173,3,32,41,81,20
E33033006,379,77,187,11,29,18,37,20
E33033007,379,66,128,10,7,63,98,7
E33033008,385,36,202,3,37,19,77,11
E33033009,329,70,145,3,26,29,46,10
E33033010,323,50,94,8,12,63,83,13
E33033011,483,101,194,8,25,55,84,16
E33033012,395,59,143,7,27,62,81,16
E33033013,282,51,144,3,1,21,36,26
E33033014,354,48,205,1,14,35,35,16
E33033015,277,55,109,7,21,29,50,6
E33033016,349,52,106,7,15,62,96,11
E33033017,429,129,197,3,6,30,28,36
E33033018,494,89,193,7,18,50,122,15
E33033019,284,27,109,5,16,52,66,9
E33033020,300,28,81,6,12,64,103,6
E33033021,348,60,139,4,14,45,73,13
E33033022,349,79,148,1,10,38,52,21
E33033023,600,141,251,3,16,28,44,117
E33033024,617,131,306,6,39,39,57,39
E33033025,479,88,230,1,15,61,70,14
E33033026,306,60,129,3,8,45,51,10
E33033027,461,47,278,5,27,41,53,10
E33033028,305,70,125,6,17,26,45,16
E33033029,325,51,155,5,14,28,57,15
E33033030,230,29,84,1,17,36,50,13
E33033031,508,59,205,4,29,96,103,12
E33033032,965,120,617,3,50,40,90,45
E33033033,326,53,166,2,15,40,41,9
E33033034,844,90,669,2,8,21,31,23
E33033035,382,47,264,0,7,19,22,23
E33033036,483,68,261,8,30,35,72,9
E33033037,282,44,165,2,12,17,32,10
E33033038,474,70,305,1,11,30,42,15
E33033039,951,104,683,4,53,26,55,26
E33033040,444,74,222,6,22,29,73,18
E33033041,562,69,370,4,9,28,67,15
E33033042,664,116,442,4,11,19,42,30
E33033043,284,61,153,3,5,19,21,22
E33033044,290,70,107,1,16,27,56,13
E33033045,240,41,92,8,14,40,41,4
E33033046,300,67,125,3,14,18,45,28
E33033047,310,82,125,2,6,26,50,19
E33033048,474,97,202,4,27,48,66,30
E33033049,729,70,438,6,38,44,103,30
E33033050,254,46,120,1,12,28,35,12
E33033051,306,61,135,10,20,34,40,6
E33033052,361,117,146,6,13,19,35,25
E33033053,508,72,385,0,8,8,14,21
E33033054,264,96,131,3,1,10,13,10
E33033055,378,50,266,5,7,12,31,7
E33033056,876,80,654,5,26,21,59,31
E33033057,364,90,201,0,5,20,35,13
E33033058,407,79,180,1,19,41,67,20
E33033059,336,62,177,4,8,32,38,15
E33033060,713,134,475,2,13,16,34,39
E33033061,795,104,570,2,11,22,31,55
E33033062,365,81,211,5,16,6,20,26
E33033063,279,25,175,1,6,17,45,10
E33033064,378,42,258,2,5,13,31,27
E33033065,514,126,305,3,13,17,26,24
E33033066,301,54,159,2,10,23,37,16
E33033067,650,99,440,0,10,21,22,58
E33033068,371,61,203,5,17,18,42,25
E33033069,463,88,184,5,11,25,39,111
E33033070,597,84,406,1,12,26,33,35
E33033071,372,91,229,0,6,13,16,17
E33033072,324,79,154,4,17,21,32,17
E33033073,497,66,364,4,9,12,15,27
E33033074,656,26,593,2,5,7,14,9
E33033075,489,63,356,1,8,17,21,23
E33033076,310,51,161,2,15,22,57,2
E33033077,559,77,412,7,7,21,23,12
E33033078,590,54,437,7,16,22,36,18
E33033079,234,48,124,1,9,13,26,13
E33033080,551,44,429,2,4,11,38,23
E33033081,470,72,341,2,17,6,17,15
E33033082,539,118,200,6,23,69,95,28
E33033083,308,86,118,2,9,34,51,8
E33033084,560,102,317,7,2,35,65,32
E33033085,323,47,142,0,8,41,74,11
