GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E33023579,330,291,5,0,13,3,1,1,1,6,2,1,0,3,1,1,1,0,0
E33023580,753,594,6,1,60,3,5,3,3,15,5,10,8,12,5,8,2,5,8
E33023581,382,312,7,0,26,1,0,1,1,10,1,1,7,5,4,2,1,0,3
E33023582,386,367,2,1,10,1,0,0,1,0,0,0,1,1,0,0,0,0,2
E33023583,245,218,0,0,10,0,0,1,2,2,2,3,2,0,1,2,0,0,2
E33023584,261,194,2,2,27,4,1,4,1,7,4,0,2,2,7,1,0,3,0
E33023585,410,315,6,0,56,1,1,2,0,10,3,0,8,4,1,1,1,0,1
E33023586,339,253,6,0,59,0,0,1,3,4,0,3,3,3,2,0,0,1,1
E33023587,434,300,7,0,101,0,0,1,1,1,4,0,9,5,2,0,1,0,2
E33023588,331,266,2,0,37,0,1,4,3,4,4,0,1,3,0,1,2,0,3
E33023589,331,276,3,0,33,0,0,0,3,9,0,1,3,2,0,0,1,0,0
E33023590,1800,1561,30,1,84,6,1,9,12,19,4,23,19,7,13,4,2,1,4
E33023591,1069,742,11,0,165,0,2,7,4,66,8,2,30,13,8,2,0,2,7
E33023592,287,207,5,3,27,0,0,0,4,24,1,2,4,4,3,0,0,1,2
E33023593,354,313,2,0,19,0,1,0,0,4,0,3,4,1,2,3,0,2,0
E33023594,354,306,3,3,15,1,0,0,0,6,3,1,2,3,5,0,1,4,1
E33023595,1553,1244,22,0,158,3,2,9,11,35,1,2,17,18,15,6,4,1,5
E33023596,2780,2175,25,0,274,9,3,17,19,87,16,2,54,38,11,6,1,16,27
E33023597,118,98,3,0,7,0,0,1,2,0,1,2,0,0,1,1,1,0,1
E33023598,443,390,0,0,29,2,0,4,0,8,1,0,2,0,4,3,0,0,0
E33023599,569,465,7,0,58,0,0,5,4,6,2,6,4,4,5,1,2,0,0
E33023600,1515,1194,11,2,137,9,8,9,9,25,9,20,22,17,17,11,2,6,7
E33023601,518,329,4,0,118,1,0,1,4,13,1,0,23,12,3,1,0,6,2
E33023602,1005,624,16,0,259,2,3,8,9,14,2,1,25,28,5,3,0,1,5
E33023603,379,292,6,0,55,0,1,0,4,1,1,0,9,4,2,1,1,0,2
E33023604,291,175,0,0,82,2,0,1,7,1,2,1,8,10,1,1,0,0,0
E33023605,522,433,3,0,37,4,3,3,2,9,3,3,7,5,6,0,1,0,3
E33023606,602,301,7,0,215,4,0,4,8,15,0,1,22,13,5,2,1,2,2
E33023607,506,393,3,1,51,2,1,4,3,11,3,8,7,7,6,4,0,1,1
E33023608,328,242,2,0,50,4,0,4,4,1,2,1,4,3,9,1,0,0,1
E33023609,289,217,1,0,45,3,1,2,2,6,0,3,6,0,0,0,1,0,2
E33023610,492,302,10,0,128,4,2,2,3,9,5,2,7,11,2,0,1,1,3
E33023611,785,550,10,1,130,2,1,9,5,15,3,0,26,19,3,4,0,1,6
E33023612,356,266,8,0,35,1,1,1,3,11,2,7,15,2,3,0,0,0,1
E33023613,240,143,1,0,64,0,2,3,1,3,4,1,2,9,1,0,1,4,1
E33023614,503,369,3,0,85,0,0,3,3,10,0,0,15,4,3,3,0,4,1
E33023615,252,209,5,0,26,1,0,1,1,0,0,0,3,0,2,1,0,2,1
E33023616,251,172,2,0,40,3,2,2,2,11,2,2,3,3,2,1,0,2,2
E33023617,759,598,9,1,74,2,0,4,4,26,4,4,7,7,12,3,0,0,4
E33023618,265,173,2,0,63,0,0,2,2,7,1,1,5,6,1,0,0,2,0
E33023619,532,392,4,1,93,0,2,1,4,8,0,1,7,9,4,1,2,1,2
E33023620,328,256,4,0,36,3,0,2,1,4,1,0,8,9,1,2,0,1,0
E33023621,207,168,1,0,25,1,0,0,1,2,0,0,2,3,3,1,0,0,0
E33023622,341,229,4,0,77,2,0,0,1,1,2,1,10,6,3,1,0,1,3
E33023623,628,497,4,1,76,1,0,3,3,14,3,3,7,7,2,2,1,1,3
E33023624,288,212,2,0,54,1,1,0,0,4,1,0,4,1,1,0,0,1,6
E33023625,235,189,5,0,24,0,0,2,2,1,2,1,1,3,3,0,1,1,0
E33023626,350,258,2,0,49,2,0,1,2,12,7,5,1,5,1,1,0,0,4
E33023627,236,164,6,1,53,0,0,4,3,2,1,1,0,0,0,0,0,0,1
E33023628,471,355,7,0,84,0,1,3,3,5,1,1,5,4,1,1,0,0,0
E33023629,440,345,6,0,61,1,1,3,2,6,0,0,9,3,1,2,0,0,0
E33023630,521,356,7,4,67,1,3,8,2,26,2,2,6,16,12,3,1,1,4
E33023631,1229,955,20,0,145,7,5,7,9,19,4,1,8,11,14,9,5,3,7
E33023632,481,390,8,0,43,0,2,0,5,3,1,6,6,3,2,5,2,4,1
E33023633,219,169,3,0,26,0,1,0,0,6,1,1,1,7,1,0,0,2,1
E33023634,335,225,6,0,51,0,0,1,2,13,1,0,11,17,7,0,1,0,0
E33023635,299,204,4,0,59,1,1,3,3,7,0,0,7,5,1,1,1,1,1
E33023636,3200,2205,24,0,264,6,16,22,13,182,12,7,34,265,85,16,9,6,34
E33023637,283,211,3,0,27,0,1,4,1,11,1,2,11,3,2,1,0,1,4
E33023638,7337,5142,119,2,839,23,9,49,40,350,62,25,142,277,122,27,15,40,54
E33023639,877,608,14,1,132,1,1,3,4,38,2,3,31,14,12,3,3,3,4
E33023640,1498,1175,13,0,171,5,8,9,9,31,3,1,13,34,8,6,0,3,9
E33023641,243,208,0,0,20,2,0,0,2,4,1,0,2,1,2,0,1,0,0
E33023642,410,282,7,0,50,0,1,3,8,18,1,4,4,14,6,4,0,5,3
E33023643,266,232,1,1,19,0,0,0,0,2,1,0,0,4,3,1,0,0,2
E33023644,865,788,6,2,29,1,0,6,1,7,3,4,4,6,3,3,2,0,0
E33023645,1011,757,8,1,118,3,2,7,9,28,4,15,14,21,7,3,2,2,10
E33023646,266,246,3,0,8,2,1,0,0,0,0,2,0,1,0,1,1,0,1
E33023647,590,537,6,1,26,4,0,1,2,2,1,0,3,3,0,1,0,0,3
E33023648,302,264,1,0,10,1,1,1,0,6,0,7,3,2,2,2,1,0,1
E33023649,214,160,1,0,41,1,2,1,1,3,0,0,1,2,0,1,0,0,0
E33023650,824,745,8,2,47,2,0,3,1,7,0,1,2,2,3,0,1,0,0
E33023651,661,610,3,0,26,2,2,4,2,4,0,0,2,3,1,2,0,0,0
E33023652,348,302,4,3,12,1,1,0,0,2,8,2,8,3,2,0,0,0,0
E33023653,214,197,5,0,6,1,0,0,1,0,0,0,3,1,0,0,0,0,0
E33023654,204,184,0,0,16,1,1,0,0,0,1,0,0,0,0,0,0,0,1
E33023655,500,428,3,2,31,1,1,4,4,6,1,9,0,3,4,0,0,0,3
E33023656,337,300,1,0,21,0,0,1,0,3,0,0,1,1,7,1,0,0,1
E33023657,1801,1194,6,3,537,2,7,4,10,7,2,1,3,4,8,3,4,3,3
E33023658,652,604,7,0,29,1,1,0,0,0,2,0,2,1,2,1,1,0,1
E33023659,351,209,3,0,133,0,1,0,0,3,1,0,0,0,0,1,0,0,0
E33023660,344,230,0,0,101,0,1,3,1,0,0,0,0,0,5,0,0,0,3
E33023661,444,412,0,1,15,1,0,0,0,3,5,0,0,1,3,1,0,1,1
E33023662,675,459,1,4,190,1,0,0,2,3,1,6,1,1,1,1,0,2,2
E33023663,891,730,3,1,143,0,0,0,1,2,1,0,1,2,0,2,2,0,3
E33023664,869,767,3,2,80,1,3,1,1,2,1,0,1,0,3,1,0,1,2
E33023665,1247,989,6,10,99,4,5,3,10,8,24,7,6,8,20,27,16,0,5
E33023666,546,445,2,1,81,0,1,3,0,2,2,0,0,3,0,0,0,0,6
E33023667,386,318,0,0,58,1,0,1,1,2,0,2,1,0,0,1,1,0,0
E33023668,300,279,0,0,12,1,1,0,2,2,1,0,2,0,0,0,0,0,0
E33023669,337,278,1,1,44,1,0,1,1,1,2,0,0,1,0,0,0,0,6
E33023670,214,195,1,0,10,0,1,0,0,2,0,0,3,0,1,0,1,0,0
E33023671,217,206,0,0,6,0,0,0,0,1,0,0,4,0,0,0,0,0,0
E33023672,209,176,0,0,24,1,0,3,1,0,0,0,4,0,0,0,0,0,0
E33023673,623,449,3,2,149,4,0,0,2,3,0,3,0,5,2,0,0,0,1
E33023674,760,689,3,1,54,3,0,1,0,1,0,0,3,0,3,1,1,0,0
E33023675,228,198,1,2,10,0,0,0,0,4,1,1,1,5,2,0,1,1,1
E33023676,703,554,6,0,57,0,0,2,1,35,29,0,1,10,3,4,0,1,0
E33023677,472,426,1,1,15,0,1,0,0,7,3,1,6,6,2,0,0,0,3
E33023678,774,470,7,0,193,1,8,3,11,5,3,0,0,13,7,7,36,1,9
E33023679,553,517,0,0,17,1,1,3,0,4,2,0,1,2,3,1,1,0,0
E33023680,717,627,2,0,53,2,0,3,3,6,6,1,2,3,2,4,0,2,1
E33023681,1641,609,20,5,769,2,8,20,34,4,2,0,8,20,9,11,74,0,46
E33023682,434,401,2,1,16,2,0,1,2,3,1,1,0,0,2,1,0,0,1
E33023683,586,439,1,0,103,3,3,4,2,6,7,1,2,8,3,1,0,0,3
E33023684,256,194,1,0,46,2,0,1,2,0,1,1,0,1,7,0,0,0,0
E33023685,375,219,2,0,136,2,0,2,1,3,1,0,2,4,3,0,0,0,0
E33023686,360,307,1,0,41,0,0,0,2,1,1,1,1,2,1,2,0,0,0
E33023687,310,272,2,0,20,0,1,2,1,3,4,0,0,2,2,1,0,0,0
E33023688,897,652,4,0,186,1,0,2,2,7,11,0,2,12,5,7,1,1,4
E33023689,262,237,3,0,8,2,1,0,3,2,0,0,4,1,0,0,1,0,0
E33023690,590,514,5,1,28,1,1,2,1,10,3,0,2,7,8,1,4,1,1
E33023691,593,525,4,0,28,1,0,0,2,11,5,1,1,6,9,0,0,0,0
E33023692,394,341,3,0,24,2,0,1,2,5,2,0,0,2,7,1,1,2,1
E33023693,297,233,0,0,30,2,1,1,7,8,4,0,1,1,1,3,4,0,1
E33023694,212,199,0,1,6,0,0,0,0,2,0,0,0,0,3,0,0,1,0
E33023695,617,543,7,1,32,2,1,4,3,11,1,0,2,1,1,5,0,0,3
E33023696,408,340,4,0,33,1,7,3,0,3,0,2,1,4,4,1,3,0,2
E33023697,566,531,3,0,15,3,0,3,2,4,1,1,0,0,0,3,0,0,0
E33023698,230,203,1,0,17,2,0,2,0,0,1,0,0,0,4,0,0,0,0
E33023699,235,207,1,0,16,1,0,1,0,1,1,0,0,0,1,1,0,1,4
E33023700,264,246,2,0,4,0,0,1,1,2,1,0,0,2,2,0,1,0,2
E33023701,244,203,2,0,21,1,0,2,0,0,3,0,1,7,1,0,0,2,1
E33023702,417,389,1,0,14,1,1,1,0,5,1,0,2,1,1,0,0,0,0
E33023703,228,194,0,0,17,1,0,0,0,0,2,13,0,1,0,0,0,0,0
E33023704,287,237,1,2,13,1,0,1,1,2,18,3,3,3,1,0,0,0,1
E33023705,260,230,1,0,12,2,1,0,0,0,4,1,2,5,0,2,0,0,0
E33023706,237,208,0,1,15,1,0,3,1,1,1,4,0,1,0,0,0,0,1
E33023707,213,194,1,0,8,1,1,0,0,4,1,1,0,1,0,1,0,0,0
E33023708,238,206,4,0,7,1,1,2,0,1,11,0,1,2,1,1,0,0,0
E33023709,387,350,3,0,11,2,0,2,0,4,1,2,1,2,7,2,0,0,0
E33023710,339,305,3,0,14,0,0,1,0,7,1,0,0,1,4,1,0,0,2
E33023711,756,682,7,0,39,3,3,4,0,1,3,0,2,1,9,2,0,0,0
E33023712,894,601,4,0,270,1,0,1,3,1,1,0,2,0,6,4,0,0,0
E33023713,399,334,0,0,36,2,0,0,3,7,2,3,1,2,6,2,1,0,0
E33023714,101,87,1,0,4,1,0,0,0,1,0,0,1,5,0,0,0,0,1
E33023715,1089,889,8,2,101,6,2,2,6,35,6,1,6,10,5,1,1,4,4
E33023716,545,428,3,0,29,1,1,3,2,5,2,0,2,61,5,1,0,0,2
E33023717,756,700,6,0,21,4,1,2,3,3,1,0,0,3,5,3,2,1,1
E33023718,206,173,1,0,14,1,0,2,1,6,1,1,1,0,1,1,0,1,2
E33023719,439,412,0,1,11,2,0,2,1,2,3,0,1,1,1,1,1,0,0
E33023720,246,222,1,0,9,0,0,2,1,2,0,0,4,0,3,0,0,1,1
E33023721,221,210,0,0,5,1,0,1,0,0,0,1,1,1,1,0,0,0,0
E33023722,259,243,3,0,3,0,0,2,1,2,2,2,0,0,0,1,0,0,0
E33023723,219,177,0,0,14,0,1,2,0,3,0,2,0,8,10,1,1,0,0
E33023724,252,237,1,0,7,1,1,0,0,1,1,0,1,1,0,0,1,0,0
E33023725,865,779,4,0,41,6,2,0,1,5,3,2,3,7,6,2,0,1,3
E33023726,1187,1017,10,2,80,1,0,6,5,23,2,1,15,8,6,4,0,3,4
E33023727,768,682,2,1,48,0,0,3,5,7,3,0,8,3,2,2,1,0,1
E33023728,325,284,5,1,9,0,0,1,1,8,0,0,3,6,5,2,0,0,0
E33023729,763,690,11,0,32,1,1,3,1,8,4,1,1,1,2,5,0,2,0
E33023730,772,587,8,3,48,4,4,1,2,35,8,8,11,24,15,6,3,0,5
E33023731,641,519,10,3,54,4,0,1,2,14,5,0,10,7,2,6,1,1,2
E33023732,1469,1200,12,2,97,8,0,9,6,51,8,4,14,16,25,7,3,4,3
E33023733,753,595,5,0,120,2,1,2,3,5,1,0,6,6,1,6,0,0,0
E33023734,655,559,7,0,52,2,1,4,2,9,2,0,5,9,1,1,0,0,1
E33023735,387,352,5,0,19,2,0,0,0,1,0,3,0,2,0,1,1,0,1
E33023736,803,703,9,0,54,2,3,1,2,11,1,0,9,5,1,1,0,0,1
E33023737,400,323,9,0,42,0,1,0,1,10,1,0,6,2,4,0,0,0,1
E33023738,1181,905,14,0,153,1,7,5,9,37,2,4,10,16,5,5,1,1,6
E33023739,510,423,4,0,35,0,0,2,2,17,2,0,9,3,6,3,2,1,1
E33023740,666,540,5,0,61,1,2,0,5,19,1,1,5,12,7,3,0,2,2
E33023741,381,291,5,0,62,4,0,3,2,4,0,1,4,1,0,0,1,0,3
E33023742,372,293,7,0,46,1,0,1,1,9,1,0,6,5,2,0,0,0,0
E33023743,292,234,4,0,34,0,0,5,2,5,1,1,3,0,1,1,0,0,1
E33023744,773,569,13,0,131,0,1,3,1,17,4,4,10,11,7,0,1,1,0
E33023745,1185,979,14,2,85,6,2,6,8,16,1,4,19,16,7,5,1,5,9
E33023746,434,395,3,0,16,5,0,3,1,0,2,4,3,0,0,0,0,0,2
E33023747,273,249,0,0,14,1,0,1,2,1,3,0,1,0,0,1,0,0,0
E33023748,665,581,5,0,34,3,1,3,2,4,2,16,4,6,1,1,0,0,2
E33023749,735,657,3,1,43,0,2,4,2,4,0,0,1,4,6,4,0,1,3
E33023750,280,241,2,0,16,0,0,0,0,5,1,1,6,3,4,0,1,0,0
E33023751,675,601,4,0,34,0,2,3,0,10,4,0,5,6,2,0,0,1,3
E33023752,310,233,7,0,36,1,0,6,5,9,2,0,4,3,1,1,0,0,2
E33023753,1203,920,11,0,138,2,1,4,2,48,8,2,23,11,13,3,1,8,8
E33023754,1526,961,35,1,337,2,2,14,11,55,7,1,51,25,8,3,1,2,10
E33023755,440,387,6,2,28,2,0,1,2,3,0,0,2,4,2,0,0,0,1
E33023756,2429,2243,8,1,98,10,1,5,2,13,6,2,5,12,6,9,2,3,3
E33023757,313,257,6,0,32,2,0,2,2,5,0,0,3,1,1,0,0,0,2
E33023758,668,581,7,1,42,0,1,3,3,4,1,0,8,9,3,3,0,0,2
E33023759,804,675,2,0,67,3,1,0,2,5,5,25,5,6,2,3,0,1,2
E33023760,1136,1011,4,1,20,5,5,1,6,9,0,3,0,11,25,19,5,1,10
E33023761,304,277,3,3,11,1,1,1,1,1,0,2,1,1,0,1,0,0,0
E33023762,401,357,3,0,6,0,0,2,2,11,0,8,3,4,1,1,1,1,1
E33023763,321,282,1,0,16,2,1,4,0,4,0,0,2,2,6,0,0,1,0
E33023764,136,121,0,0,2,0,0,1,1,3,0,1,3,3,0,1,0,0,0
E33023765,329,296,1,1,9,1,0,2,1,1,1,0,1,4,5,4,0,1,1
E33023766,433,375,4,0,11,2,0,1,0,13,2,0,2,3,12,5,2,0,1
E33023767,307,283,2,0,7,2,1,1,2,5,0,0,0,0,1,1,0,0,2
E33023768,385,363,3,0,3,2,0,1,0,4,1,0,2,2,2,0,0,1,1
E33023769,742,620,7,0,24,9,0,5,3,19,6,5,5,9,3,16,2,3,6
E33023770,270,239,2,0,5,1,1,3,0,4,2,2,0,3,3,2,1,0,2
E33023771,783,695,11,0,16,1,0,2,0,13,3,1,2,6,24,8,1,0,0
E33023772,485,446,3,0,12,3,0,2,2,7,0,0,3,2,2,0,3,0,0
E33023773,167,155,0,0,3,0,0,0,0,3,1,0,0,1,3,1,0,0,0
E33023774,342,300,3,0,13,3,0,2,1,3,0,0,7,3,4,2,0,0,1
E33023775,405,376,7,0,7,3,0,2,1,3,0,1,0,0,4,1,0,0,0
E33023776,1946,1803,6,1,41,9,1,4,2,32,1,3,2,9,8,15,1,6,2
E33023777,385,340,2,0,16,1,0,2,0,9,1,0,1,2,2,2,3,0,4
E33023778,346,326,0,0,8,1,0,0,1,4,0,0,3,0,3,0,0,0,0
E33023779,218,198,1,0,1,1,1,1,0,1,0,3,2,5,0,2,0,0,2
E33023780,917,831,3,0,17,10,1,6,4,11,1,1,0,7,13,4,2,0,6
E33023781,218,207,1,0,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0
E33023782,431,397,3,0,6,1,0,0,1,6,0,1,1,9,4,1,0,0,1
E33023783,346,325,1,1,7,1,0,0,1,1,0,0,0,6,0,2,0,0,1
E33023784,1133,954,8,0,37,4,0,7,2,69,9,4,2,6,25,2,1,1,2
E33023785,1009,875,8,0,28,14,0,2,5,27,7,3,3,7,12,6,1,1,10
E33023786,463,416,6,0,11,1,1,3,0,1,3,4,2,4,7,2,1,1,0
E33023787,642,524,18,0,23,7,0,4,4,13,1,2,1,11,21,8,2,1,2
E33023788,596,531,8,0,15,2,0,2,2,12,3,0,0,8,6,0,1,0,6
E33023789,540,474,4,0,20,2,1,0,0,5,1,9,12,2,4,1,2,0,3
E33023790,464,408,3,3,27,2,1,0,1,2,2,1,2,1,1,2,0,2,6
E33023791,772,699,8,0,19,2,2,0,1,8,2,1,1,7,8,6,7,0,1
E33023792,362,322,3,0,16,0,0,2,0,2,0,1,0,2,11,3,0,0,0
E33023793,1547,1346,5,0,46,4,3,6,9,64,8,2,4,15,13,12,7,1,2
E33023794,3112,2620,33,0,142,4,1,7,10,122,21,7,38,36,29,18,10,6,8
E33023795,278,245,1,0,12,0,1,0,1,4,0,7,0,0,3,1,1,0,2
E33023796,666,584,4,0,36,1,2,3,4,12,1,3,4,2,3,3,1,0,3
E33023797,426,405,0,0,5,2,2,1,2,1,1,0,0,1,3,2,0,0,1
E33023798,286,261,0,0,9,2,0,0,0,8,1,0,1,1,2,0,0,0,1
E33023799,710,632,2,0,45,3,0,0,2,6,0,0,0,9,8,1,1,0,1
E33023800,663,577,2,0,50,1,1,1,3,1,1,0,1,4,1,3,0,0,17
E33023801,310,277,2,0,7,0,0,0,3,7,2,0,1,4,5,1,1,0,0
E33023802,509,448,1,0,28,1,1,2,3,6,3,1,1,2,6,3,1,0,2
E33023803,261,217,1,1,24,2,0,0,0,2,0,0,5,7,0,0,1,0,1
E33023804,430,360,9,0,11,1,0,1,0,10,0,2,2,8,13,5,1,1,6
E33023805,4988,3498,67,1,218,14,9,19,15,334,58,12,46,301,270,46,28,28,24
E33023806,296,246,6,1,33,2,0,0,1,1,0,0,0,1,3,1,0,0,1
E33023807,690,599,7,1,29,4,0,1,1,6,4,0,2,2,25,5,0,0,4
E33023808,271,249,0,3,4,3,1,0,0,0,4,0,0,0,4,2,1,0,0
E33023809,330,308,1,0,6,0,0,0,0,0,1,1,3,3,6,0,0,0,1
E33023810,421,394,2,0,5,2,0,1,1,2,1,0,0,5,7,0,0,0,1
E33023811,578,529,1,0,11,2,1,1,3,6,2,1,0,2,12,3,1,0,3
E33023812,528,490,1,0,6,1,2,3,1,6,0,0,4,2,8,4,0,0,0
E33023813,374,345,6,0,14,0,1,1,0,0,2,0,0,1,2,2,0,0,0
E33023814,476,398,4,1,52,1,0,2,0,2,0,1,0,9,4,1,1,0,0
E33023815,251,238,0,0,9,0,0,0,0,1,1,0,0,1,0,1,0,0,0
E33023816,288,257,2,1,16,3,0,0,1,2,2,0,1,0,2,0,0,0,1
E33023817,399,382,0,0,8,2,0,1,0,1,1,0,1,0,3,0,0,0,0
E33023818,875,737,9,0,20,5,5,2,22,6,2,0,2,12,39,5,4,3,2
E33023819,562,534,1,0,8,1,1,0,5,3,0,1,0,1,3,3,1,0,0
E33023820,431,349,3,0,38,7,0,4,0,4,1,0,1,5,11,5,2,0,1
E33023821,199,186,0,0,5,0,0,1,1,2,0,2,0,0,2,0,0,0,0
E33023822,219,194,2,0,3,3,0,0,1,7,0,2,0,2,2,2,1,0,0
E33023823,1185,1041,6,1,27,7,1,6,3,15,6,3,11,21,21,8,3,0,5
E33023824,1135,1010,12,0,17,4,2,6,0,14,2,3,2,12,38,5,5,2,1
E33023825,258,221,1,0,9,0,0,0,3,14,1,1,2,0,6,0,0,0,0
E33023826,845,762,7,0,8,3,0,2,0,18,1,1,6,7,17,9,4,0,0
E33023827,226,187,1,0,8,1,0,3,0,5,1,3,2,10,3,0,1,0,1
E33023828,186,162,1,0,5,1,0,0,0,7,1,0,0,0,4,1,1,2,1
E33023829,384,312,0,0,14,6,0,0,2,9,22,6,0,7,3,1,1,0,1
E33023830,282,260,1,0,5,0,1,0,0,2,0,0,1,2,8,0,0,1,1
E33023831,383,353,6,0,3,1,0,0,1,4,2,0,0,3,7,1,0,2,0
E33023832,351,327,1,0,3,4,2,0,1,1,1,1,1,1,2,3,0,1,2
E33023833,292,269,1,0,4,0,1,0,0,2,5,1,4,3,1,0,0,0,1
E33023834,325,308,0,0,7,1,0,2,2,1,0,2,0,1,1,0,0,0,0
E33023835,363,343,1,0,1,0,0,2,0,2,0,1,10,2,0,0,0,1,0
E33023836,212,203,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
E33023837,532,483,3,0,11,5,0,0,1,7,1,4,1,1,7,6,0,1,1
E33023838,127,120,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0
E33023839,141,118,1,0,8,0,1,1,1,1,4,0,1,0,3,1,1,0,0
E33023840,762,725,2,0,9,4,0,5,1,0,0,1,2,4,1,3,3,0,2
E33023841,797,759,4,0,8,3,0,1,0,3,0,0,2,4,4,7,0,1,1
E33023842,303,286,2,3,2,0,0,0,0,1,0,0,2,5,1,0,0,0,1
E33023843,679,488,5,2,46,3,0,3,3,25,6,2,9,57,20,4,4,0,2
E33023844,708,663,5,0,17,1,1,4,4,4,1,1,0,2,1,1,0,0,3
E33023845,426,402,1,0,7,2,0,0,0,3,1,1,2,5,1,1,0,0,0
E33023846,259,231,2,0,9,1,0,1,3,1,2,4,3,0,2,0,0,0,0
E33023847,437,376,7,0,32,0,1,0,0,4,1,3,4,2,3,2,0,0,2
E33023848,220,210,1,0,2,0,0,1,0,2,0,1,1,0,1,0,0,0,1
E33023849,603,550,5,0,17,3,0,2,3,4,1,1,7,4,4,1,1,0,0
E33023850,274,240,2,0,11,0,1,1,1,6,1,2,0,2,3,1,1,1,1
E33023851,460,418,3,0,11,1,1,0,0,11,1,1,3,5,2,0,2,0,1
E33023852,313,294,4,0,6,0,1,0,1,3,0,1,0,0,1,1,0,0,1
E33023853,1092,953,5,0,76,7,2,6,6,8,2,0,8,11,2,0,0,1,5
E33023854,514,469,3,4,12,1,0,1,1,4,2,0,0,3,3,0,1,5,5
E33023855,159,150,2,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0
E33023856,288,280,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
E33023857,224,215,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
E33023858,630,580,3,0,27,1,0,1,1,2,0,6,3,5,0,0,0,1,0
E33023859,417,392,5,0,10,4,0,1,0,3,0,0,1,0,1,0,0,0,0
E33023860,237,221,0,0,9,0,0,2,3,0,0,0,0,0,0,2,0,0,0
E33023861,728,466,2,1,199,0,4,8,2,6,1,0,1,18,6,2,3,0,9
E33023862,556,501,6,1,13,1,1,2,3,6,3,0,2,5,5,6,0,1,0
E33023863,204,185,3,0,4,0,0,0,3,0,0,4,0,3,1,1,0,0,0
E33023864,388,351,1,0,10,2,0,5,0,5,1,3,2,5,1,1,0,1,0
E33023865,279,237,1,0,20,1,0,1,2,3,3,0,1,2,6,2,0,0,0
E33023866,446,414,3,0,8,1,0,1,1,8,0,1,3,3,2,0,1,0,0
E33023867,536,502,1,0,21,3,0,0,1,1,0,0,0,4,0,1,0,1,1
E33023868,223,204,0,0,14,0,1,0,1,0,0,0,0,0,1,1,1,0,0
E33023869,616,535,6,0,56,1,0,1,0,2,0,0,6,8,0,1,0,0,0
E33023870,826,738,5,0,56,3,0,1,5,3,0,0,1,6,4,3,1,0,0
E33023871,276,259,1,0,6,0,1,0,1,4,1,0,1,0,0,0,0,1,1
E33023872,178,170,1,0,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0
E33023873,265,235,1,0,11,3,0,0,0,2,0,0,3,8,0,1,0,0,1
E33023874,404,370,2,0,12,1,1,2,0,3,1,0,2,1,7,0,1,0,1
E33023875,887,743,4,0,114,3,0,1,2,4,4,1,0,2,1,5,1,2,0
E33023876,485,426,4,0,17,2,3,5,1,9,1,6,4,2,2,1,1,0,1
E33023877,351,287,3,0,21,2,1,1,1,8,1,16,2,2,2,3,0,0,1
E33023878,286,234,7,0,12,0,1,0,0,7,2,6,3,6,4,2,0,2,0
E33023879,339,293,8,0,21,0,0,1,0,5,0,0,3,1,4,3,0,0,0
E33023880,581,547,7,0,11,0,0,1,0,3,3,0,1,3,3,1,0,0,1
E33023881,481,426,5,0,14,0,1,1,0,5,0,4,3,2,9,7,3,0,1
E33023882,468,417,6,0,19,1,1,1,3,6,2,1,1,4,0,2,1,1,2
E33023883,843,717,14,6,18,4,4,1,4,24,5,4,5,7,18,7,0,3,2
E33023884,307,259,0,0,13,1,0,1,0,6,3,3,5,5,1,2,0,2,6
E33023885,620,522,9,1,25,2,1,3,2,19,1,9,4,3,5,6,0,0,8
E33023886,663,572,7,0,26,1,1,4,2,16,0,10,5,7,4,5,1,1,1
E33023887,327,276,1,1,10,0,0,1,0,3,0,2,2,10,17,1,0,0,3
E33023888,347,310,7,0,10,3,1,0,0,3,0,2,1,2,2,6,0,0,0
E33023889,1101,860,9,1,26,6,3,3,6,70,23,3,5,18,30,25,3,1,9
E33023890,270,230,2,1,11,0,2,0,1,2,0,0,0,11,7,0,1,0,2
E33023891,956,835,5,0,59,3,2,3,2,8,4,1,1,10,8,7,4,0,4
E33023892,446,367,2,1,22,0,2,1,6,5,1,1,0,4,25,1,1,1,6
E33023893,313,293,2,0,7,0,0,0,0,4,1,0,0,1,1,2,0,0,2
E33023894,928,779,17,0,36,4,1,3,3,14,3,3,7,14,27,10,3,3,1
E33023895,1090,849,13,1,41,7,4,5,3,11,13,7,2,20,80,12,9,4,9
E33023896,215,183,0,7,8,0,0,0,1,8,0,0,1,3,2,2,0,0,0
E33023897,525,420,5,0,45,2,3,0,0,8,3,0,1,12,18,2,4,0,2
E33023898,609,489,12,0,43,2,0,2,3,10,4,0,2,9,19,9,2,0,3
